element_sig_pattern,tag_name,vr,private_disposition
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](0070,0009)[<2>](2001,""Philips Imaging DD 001"",4c)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Object Sequence:Poly Line Begin Point Style,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](0070,0009)[<2>](2001,""Philips Imaging DD 001"",4d)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Object Sequence:Poly Line End Point Style,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](0070,0009)[<2>](2001,""Philips Imaging DD 001"",55)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Object Sequence:Graphic Line Color,UL,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](0070,0009)[<2>](2001,""Philips Imaging DD 001"",56)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Object Sequence:Graphic Type,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](2001,""Philips Imaging DD 001"",48)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Annotation ID,SS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](2001,""Philips Imaging DD 001"",9c)",Presentation State Sequence:Graphic Annotation Sequence:Graphic Annotation Label,LO,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](2001,""Philips Imaging DD 001"",cb)",Presentation State Sequence:Graphic Annotation Sequence:Unknown,IS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0001)[<1>](2001,""Philips Imaging DD 001"",cb)",Presentation State Sequence:Graphic Annotation Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)",Presentation State Sequence:Displayed Area Selection Sequence,SQ,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](0070,0052)",Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Top Left Hand Corner,SL,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](0070,0053)",Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Bottom Right Hand Corner,SL,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](0070,0100)",Presentation State Sequence:Displayed Area Selection Sequence:Presentation Size Mode,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](0070,0101)",Presentation State Sequence:Displayed Area Selection Sequence:Presentation Pixel Spacing,DS,k
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](0070,0102)",Presentation State Sequence:Displayed Area Selection Sequence:Presentation Pixel Aspect Ratio,IS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,005a)[<1>](2001,""Philips Imaging DD 001"",3f)",Presentation State Sequence:Displayed Area Selection Sequence:Zoom Mode,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0060)",Presentation State Sequence:Graphic Layer Sequence,SQ,d
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0060)[<1>](0070,0002)",Presentation State Sequence:Graphic Layer Sequence:Graphic Layer,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0060)[<1>](0070,0062)",Presentation State Sequence:Graphic Layer Sequence:Graphic Layer Order,IS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0080)",Presentation State Sequence:Content Label,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0081)",Presentation State Sequence:Content Description,LO,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0082)",Presentation State Sequence:Presentation Creation Date,DA,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0083)",Presentation State Sequence:Presentation Creation Time,TM,na
"(2001,Philips Imaging DD 129"",00)[<0>](0070,0084)",Presentation State Sequence:Content Creator's Name,PN,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",26)",Presentation State Sequence:Presentation State Subtraction Active,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",67)",Presentation State Sequence:Linear Presentation GL Transform Shape Sub,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)",Presentation State Sequence:Linear Modality GL Transform,SQ,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)[<1>](0028,1052)",Presentation State Sequence:Linear Modality GL Transform:Rescale Intercept,DS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)[<1>](0028,1053)",Presentation State Sequence:Linear Modality GL Transform:Rescale Slope,DS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)[<1>](0028,1054)",Presentation State Sequence:Linear Modality GL Transform:Rescale Type,LO,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)[<1>](2001,""Philips Imaging DD 001"",77)",Presentation State Sequence:Linear Modality GL Transform:GL Transform Type,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",68)[<1>](2001,""Philips Imaging DD 001"",c1)",Presentation State Sequence:Linear Modality GL Transform:Linear Modality GL Transform,LO,d
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",69)",Presentation State Sequence:Display Shutter,SQ,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",69)[<1>](0018,1600)",Presentation State Sequence:Display Shutter:Shutter Shape,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",69)[<1>](0018,1620)",Presentation State Sequence:Display Shutter:Vertices of the Polygonal Shutter,IS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",6a)",Presentation State Sequence:Spatial Transformation,SQ,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",6a)[<1>](0070,0041)",Presentation State Sequence:Spatial Transformation:Image Horizontal Flip,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",6a)[<1>](0070,0042)",Presentation State Sequence:Spatial Transformation:Image Rotation,US,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",77)",Presentation State Sequence:GL Transform Type,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",77)",Presentation State Sequence:GL Transform Type,UN,k
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 001"",9f)",Presentation State Sequence:Pixel Processing Kernel Size,US,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 129"",00)",Presentation State Sequence:Presentation State Sequence,,na
"(2001,Philips Imaging DD 129"",00)[<0>](2001,""Philips Imaging DD 129"",00)",Presentation State Sequence:Presentation State Sequence,SQ,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 001"",5f)",Presentation State Sequence:Unknown,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 001"",60)",Presentation State Sequence:Study Sequence Number,IS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 002"",99)",Presentation State Sequence:Number of Request Excerpts,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",00)",Presentation State Sequence:Number of SOP Common,UL,h
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",01)",Presentation State Sequence:Number of Film Consumption,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",13)",Presentation State Sequence:Number of Codes,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",34)",Presentation State Sequence:Number of Image Per Series Ref,SL,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",45)",Presentation State Sequence:Number of Software Version,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",49)",Presentation State Sequence:Number of Series Operators Name,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",51)",Presentation State Sequence:Number of Study Admitting Diagnostic Description,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",52)",Presentation State Sequence:Number of Study Patient Contrast Allergies,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",53)",Presentation State Sequence:Number of Study Patient Medical Alerts,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",57)",Presentation State Sequence:Number of Running Attributes,SS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",81)",Presentation State Sequence:Default Image UID,UI,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",81)",Presentation State Sequence:Default Image UID,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",82)",Presentation State Sequence:Running Attributes,CS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 003"",82)",Presentation State Sequence:Running Attributes,UN,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",82)",Presentation State Sequence:Number of Procedure Codes,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)",Presentation State Sequence:Viewing Protocol,,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)",Presentation State Sequence:Viewing Protocol,SQ,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",83)",Presentation State Sequence:Viewing Protocol:Sort Attributes,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",83)",Presentation State Sequence:Viewing Protocol:Sort Attributes,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",84)",Presentation State Sequence:Viewing Protocol:Number of Sort Attributes,SS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",85)",Presentation State Sequence:Viewing Protocol:Image Display Direction,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",85)",Presentation State Sequence:Viewing Protocol:Image Display Direction,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",86)",Presentation State Sequence:Viewing Protocol:Inset Scanogram,CS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",86)",Presentation State Sequence:Viewing Protocol:Inset Scanogram,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",87)",Presentation State Sequence:Viewing Protocol:Display Layout Number of Columns,SS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",87)",Presentation State Sequence:Viewing Protocol:Display Layout Number of Columns,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",88)",Presentation State Sequence:Viewing Protocol:Display Layout Number of Rows,SS,k
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",89)[<1>](2005,""Philips MR Imaging DD 004"",88)",Presentation State Sequence:Viewing Protocol:Display Layout Number of Rows,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 004"",91)",Presentation State Sequence:Patient Name Job In Params,PN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",01)",Presentation State Sequence:Number of Study Reference,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)",Presentation State Sequence:Unknown,SQ,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,0100)",Presentation State Sequence:Unknown:Code Value,SH,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,0102)",Presentation State Sequence:Unknown:Coding Scheme Designator,SH,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,0103)",Presentation State Sequence:Unknown:Coding Scheme Version,SH,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,0104)",Presentation State Sequence:Unknown:Code Meaning,LO,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,010b)",Presentation State Sequence:Unknown:Context Group Extension Flag,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",02)[<1>](0008,010d)",Presentation State Sequence:Unknown:Context Group Extension Creator UID,UI,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",03)",Presentation State Sequence:Number of SPS Codes,UL,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",04)",Presentation State Sequence:Unknown,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",06)",Presentation State Sequence:Number of PS Specific Character Sets,SS,na
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",2a)",Presentation State Sequence:Exam Print Status,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",2b)",Presentation State Sequence:Exam Export Status,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",2c)",Presentation State Sequence:Exam Storage Commit Status,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",2d)",Presentation State Sequence:Exam Media Write Status,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",90)",Presentation State Sequence:Original VOI LUT Sequence,SQ,d
"(2001,Philips Imaging DD 129"",00)[<0>](2005,""Philips MR Imaging DD 005"",91)",Presentation State Sequence:Original Modality LUT Sequence,SQ,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",01)",Presentation State Sequence:Unknown,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",01)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",02)",Presentation State Sequence:Unknown,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",02)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",54)",Presentation State Sequence:Unknown,ST,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",54)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",65)",Presentation State Sequence:Unknown,SS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",65)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",72)",Presentation State Sequence:Unknown,FD,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",72)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",75)",Presentation State Sequence:Unknown,CS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",75)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",78)",Presentation State Sequence:Unknown,IS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",78)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7b)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7b)",Presentation State Sequence:Unknown,US,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7c)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7c)",Presentation State Sequence:Unknown,US,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7d)",Presentation State Sequence:Unknown,IS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",7d)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",81)",Presentation State Sequence:Unknown,LO,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",81)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",82)",Presentation State Sequence:Unknown,LO,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",82)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",85)",Presentation State Sequence:Unknown,IS,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",85)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",a0)",Presentation State Sequence:Unknown,LT,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",a0)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",a1)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",aa)",Presentation State Sequence:Unknown,SQ,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",aa)[<1>](0008,0018)",Presentation State Sequence:Unknown:SOP Instance UID,UI,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",aa)[<1>](200b,""Philips RAD Imaging DD 097"",ab)",Presentation State Sequence:Unknown:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",aa)[<1>](200b,""Philips RAD Imaging DD 097"",ac)",Presentation State Sequence:Unknown:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](200b,""Philips RAD Imaging DD 097"",b1)",Presentation State Sequence:Unknown,UN,d
"(2001,Philips Imaging DD 129"",00)[<0>](2050,0020)",Presentation State Sequence:Presentation LUT Shape,CS,na
"(2001,Philips Imaging DD 129"",01)",PresentationStateSequence,,d
"(2001,Unnamed Private Block - 10"",08)",Unknown,IS,k
"(2001,Unnamed Private Block - 10"",08)",Unknown,UN,d
"(2001,Unnamed Private Block - 10"",63)",Unknown,CS,d
"(2005,Philips MR Imaging DD 001"",00)",Image Angulation AP,FL,k
"(2005,Philips MR Imaging DD 001"",00)",Image Angulation AP,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",00)",Image Angulation AP,FL,k
"(2005,Philips MR Imaging DD 001"",01)",Image Angulation FH,FL,k
"(2005,Philips MR Imaging DD 001"",01)",Image Angulation FH,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",01)",Image Angulation FH,FL,k
"(2005,Philips MR Imaging DD 001"",02)",Image Angulation RL,FL,k
"(2005,Philips MR Imaging DD 001"",02)",Image Angulation RL,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",02)",Image Angulation RL,FL,k
"(2005,PHILIPS MR IMAGING DD 001"",03)",Unknown,IS,d
"(2005,Philips MR Imaging DD 001"",04)",Image Display Orientation,CS,k
"(2005,Philips MR Imaging DD 001"",04)",Image Display Orientation,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",04)",Image Display Orientation,CS,k
"(2005,PHILIPS MR IMAGING DD 001"",05)",SynergyReconstructionType,CS,k
"(2005,PHILIPS MR IMAGING DD 001"",05)",SynergyReconstructionType,DS,k
"(2005,PHILIPS MR IMAGING DD 001"",06)",Unknown,UI,d
"(2005,PHILIPS MR IMAGING DD 001"",07)",Unknown,IS,d
"(2005,Philips MR Imaging DD 001"",08)",Image Offcenter AP,FL,k
"(2005,Philips MR Imaging DD 001"",08)",Image Offcenter AP,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",08)",Image Offcenter AP,FL,k
"(2005,Philips MR Imaging DD 001"",09)",Image Offcenter FH,FL,k
"(2005,Philips MR Imaging DD 001"",09)",Image Offcenter FH,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",09)",Image Offcenter FH,FL,k
"(2005,Philips MR Imaging DD 001"",0a)",Image OffCentre RL,FL,k
"(2005,Philips MR Imaging DD 001"",0a)",Image OffCentre RL,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0a)",Image OffCentre RL,FL,k
"(2005,Philips MR Imaging DD 001"",0b)",Max FP,FL,k
"(2005,Philips MR Imaging DD 001"",0b)",Max FP,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0b)",Max FP,FL,k
"(2005,Philips MR Imaging DD 001"",0c)",Min FP,FL,k
"(2005,Philips MR Imaging DD 001"",0c)",Min FP,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0c)",Min FP,FL,k
"(2005,Philips MR Imaging DD 001"",0d)",Scale Intercept,FL,k
"(2005,Philips MR Imaging DD 001"",0d)",Scale Intercept,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0d)",Scale Intercept,FL,k
"(2005,Philips MR Imaging DD 001"",0e)",Scale Slope,FL,k
"(2005,Philips MR Imaging DD 001"",0e)",Scale Slope,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0e)",Scale Slope,FL,k
"(2005,Philips MR Imaging DD 001"",0f)",Window Center,DS,k
"(2005,Philips MR Imaging DD 001"",0f)",Window Center,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",0f)",Window Center,DS,k
"(2005,Philips MR Imaging DD 001"",10)",Window Width,DS,k
"(2005,Philips MR Imaging DD 001"",10)",Window Width,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",10)",Window Width,DS,k
"(2005,Philips MR Imaging DD 001"",11)",Image Type,CS,k
"(2005,Philips MR Imaging DD 001"",11)",Image Type,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",11)",Image Type,CS,k
"(2005,Philips MR Imaging DD 001"",12)",Cardiac Gating,CS,k
"(2005,Philips MR Imaging DD 001"",12)",Cardiac Gating,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",12)",Cardiac Gating,CS,k
"(2005,Philips MR Imaging DD 001"",13)",Development Mode,CS,k
"(2005,Philips MR Imaging DD 001"",13)",Development Mode,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",13)",Development Mode,CS,k
"(2005,Philips MR Imaging DD 001"",14)",Diffusion,CS,k
"(2005,Philips MR Imaging DD 001"",14)",Diffusion,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",14)",Diffusion,CS,k
"(2005,Philips MR Imaging DD 001"",15)",Fat Saturation,CS,k
"(2005,Philips MR Imaging DD 001"",15)",Fat Saturation,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",15)",Fat Saturation,CS,k
"(2005,Philips MR Imaging DD 001"",16)",Flow Compensation,CS,k
"(2005,Philips MR Imaging DD 001"",16)",Flow Compensation,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",16)",Flow Compensation,CS,k
"(2005,Philips MR Imaging DD 001"",17)",Fourier Interpolation,CS,k
"(2005,Philips MR Imaging DD 001"",17)",Fourier Interpolation,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",17)",Fourier Interpolation,CS,k
"(2005,Philips MR Imaging DD 001"",18)",Hardcopy Protocol,LO,k
"(2005,Philips MR Imaging DD 001"",18)",Hardcopy Protocol,UN,d
"(2005,PHILIPS MR IMAGING DD 001"",18)",Hardcopy Protocol,LO,d
"(2005,Philips MR Imaging DD 001"",19)",Inverse Reconstructed,CS,k
"(2005,Philips MR Imaging DD 001"",19)",Inverse Reconstructed,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",19)",Inverse Reconstructed,CS,k
"(2005,Philips MR Imaging DD 001"",1a)",Label Syntax,OB,k
"(2005,Philips MR Imaging DD 001"",1a)",Label Syntax,SS,k
"(2005,PHILIPS MR IMAGING DD 001"",1a)",Label Syntax,SS,k
"(2005,Philips MR Imaging DD 001"",1b)",Magnetization Prepared,CS,k
"(2005,Philips MR Imaging DD 001"",1b)",Magnetization Prepared,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",1b)",Magnetization Prepared,CS,k
"(2005,Philips MR Imaging DD 001"",1c)",Magnetization Transfer Contrast,CS,k
"(2005,Philips MR Imaging DD 001"",1c)",Magnetization Transfer Contrast,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",1c)",Magnetization Transfer Contrast,CS,k
"(2005,Philips MR Imaging DD 001"",1d)",Measurement Scan Resolution,OB,k
"(2005,Philips MR Imaging DD 001"",1d)",Measurement Scan Resolution,SS,k
"(2005,PHILIPS MR IMAGING DD 001"",1d)",Measurement Scan Resolution,SS,k
"(2005,Philips MR Imaging DD 001"",1e)",MIP Protocol,OB,k
"(2005,Philips MR Imaging DD 001"",1e)",MIP Protocol,SH,k
"(2005,PHILIPS MR IMAGING DD 001"",1e)",MIPProtocol,LO,k
"(2005,PHILIPS MR IMAGING DD 001"",1e)",MIPProtocol,SH,k
"(2005,Philips MR Imaging DD 001"",1f)",MPR Protocol,OB,k
"(2005,Philips MR Imaging DD 001"",1f)",MPR Protocol,SH,k
"(2005,PHILIPS MR IMAGING DD 001"",1f)",MPRProtocol,LO,k
"(2005,PHILIPS MR IMAGING DD 001"",1f)",MPRProtocol,SH,k
"(2005,Philips MR Imaging DD 001"",20)",NumberOfChemicalShifts,OB,k
"(2005,Philips MR Imaging DD 001"",20)",NumberOfChemicalShifts,SL,k
"(2005,PHILIPS MR IMAGING DD 001"",20)",NumberOfChemicalShifts,SL,k
"(2005,Philips MR Imaging DD 001"",21)",Number of Mixes,OB,k
"(2005,Philips MR Imaging DD 001"",21)",Number of Mixes,SS,k
"(2005,PHILIPS MR IMAGING DD 001"",21)",Number of Mixes,SS,k
"(2005,Philips MR Imaging DD 001"",22)",Number of References,IS,k
"(2005,Philips MR Imaging DD 001"",22)",Number of References,OB,k
"(2005,PHILIPS MR IMAGING DD 001"",22)",Number of References,IS,k
"(2005,Philips MR Imaging DD 001"",23)",Number of Slabs,OB,k
